"","date","ccode","icews_violence","precip_mean","panel_precip_mean","panel_precip_sd","temp_mean","panel_temp_mean","panel_temp_sd","country","DEMOC_lag","gdp_pc_lag","icews_lag","population_lag","year","El_Nino","dev","posDev","posDev_sq","negDev","negDev_sq","preDev","posPreDev","posPreDev_sq","negPreDev","negPreDev_sq"
"2773",2013-09-01,"811",0,52.8817749,43.9294170242164,7.20801916848115,25.54777845,25.2220456578856,1.54186671982289,"Cambodia",3,6.48549898463406,0,16.5144961998018,"2013",0,0.21126,0.21126,0.0446307876,0,0,1.242,1.242,1.542564,0,0
"2774",2013-09-01,"812",0,44.31243769,35.0140412675746,9.16445891002951,22.57855924,21.4615833198259,2.40387108277517,"Lao PDR",0,6.55361426478721,0,15.7094996968627,"2013",0,0.46466,0.46466,0.2159089156,0,0,1.01461,1.01461,1.0294334521,0,0
"2775",2013-09-01,"820",0,51.02783298,47.4833347914801,3.23129486588993,26.82558107,26.5276730499005,0.736920062476031,"Malaysia",6,8.81937739774764,0,17.1910456962627,"2013",0,0.40426,0.40426,0.1634261476,0,0,1.09693,1.09693,1.2032554249,0,0
"2776",2013-09-01,"840",0,51.4423317,42.4394604478856,4.86430288055137,26.61206703,25.8493843002114,1.21617762870108,"Philippines",8,7.32343272981998,1,18.3871939062709,"2013",0,0.62711,0.62711,0.3932669521,0,0,1.8508,1.8508,3.42546064,0,0
"2777",2013-09-01,"850",0,45.38827481,43.5556117591915,2.76427845353928,24.99150824,24.8326858628358,0.432636569658142,"Indonesia",9,7.46655759328044,2,19.32434890937,"2013",0,0.3671,0.3671,0.13476241,0,0,0.66298,0.66298,0.4395424804,0,0
"2778",2013-09-01,"900",2,16.52310096,21.4977212044901,6.50318150550321,22.76887713,22.5931370959453,4.72652213269194,"Australia",10,10.5685566061137,0,16.9389277920158,"2013",0,0.03718,0.03718,0.0013823524,0,0,-0.76495,0,0,0.76495,0.5851485025
"2779",2013-09-01,"910",0,39.61072286,41.2269387155721,2.5809995460217,24.07094796,23.8662836861567,0.455028114203469,"Papua New Guinea",5,7.0381868721888,0,15.784999110259,"2013",0,0.44978,0.44978,0.2023020484,0,0,-0.6262,0,0,0.6262,0.39212644
"2780",2013-09-01,"920",0,14.14224696,16.6966446923259,3.50347491020157,10.20975518,12.1628622022637,2.62949577829505,"New Zealand",10,10.2414789204072,0,15.3045871137272,"2013",0,-0.74277,0,0,0.74277,0.5517072729,-0.7291,0,0,0.7291,0.53158681
"2781",2013-10-01,"365",25,7.983316319,9.77285473664677,6.30649119153895,-4.985967599,-5.46609639791294,13.0767674055611,"Russian Federation",5,8.83286414510783,0,18.7795991694034,"2013",0,0.03672,0.03672,0.0013483584,0,0,-0.28376,0,0,0.28376,0.0805197376
"2782",2013-10-01,"710",0,10.48975439,13.1754084539229,7.08784476649258,6.582764451,4.89314997808458,10.1552391881581,"China",0,7.21084799513335,0,21.0238851117399,"2013",0,0.16638,0.16638,0.0276823044,0,0,-0.37891,0,0,0.37891,0.1435727881
"2783",2013-10-01,"712",0,5.585492373,7.53247700248134,5.41165629117346,-0.999913774,-1.88860533222886,13.2485440103907,"Mongolia",10,7.38193144109266,0,14.8438734717899,"2013",0,0.06708,0.06708,0.0044997264,0,0,-0.35978,0,0,0.35978,0.1294416484
"2784",2013-10-01,"731",1,10.25080538,14.5758587751915,11.0900315879138,8.116942406,4.99121386711816,12.0503586095168,"Korea, Dem. Rep.",0,5.75514908281456,1,17.0248687535505,"2013",0,0.25939,0.25939,0.0672831721,0,0,-0.38999,0,0,0.38999,0.1520922001
"2785",2013-10-01,"732",0,16.16967964,18.8987078944888,12.9498191558029,14.47452354,10.9896842049017,8.92740833094443,"Korea, Rep.",8,9.97871166942565,7,17.7276223794482,"2013",0,0.39035,0.39035,0.1523731225,0,0,-0.21074,0,0,0.21074,0.0444113476
"2786",2013-10-01,"740",0,21.9220403,19.5072171260721,12.0536055174272,15.40753428,10.9805557514975,8.03231154680616,"Japan",10,10.5128908846432,4,18.6641090729762,"2013",0,0.55115,0.55115,0.3037663225,0,0,0.20034,0.20034,0.0401361156,0,0
"2787",2013-10-01,"750",35,29.64417126,25.6077314514925,11.4684970241172,22.37795043,21.944272463097,4.0341977975992,"India",9,7.11248228194876,31,20.9357016501029,"2013",0,0.1075,0.1075,0.01155625,0,0,0.35196,0.35196,0.1238758416,0,0
"2788",2013-10-01,"771",18,31.96596766,24.4840042819726,11.667017045515,18.01774502,17.0301580431915,4.10962004005244,"Bangladesh",6,6.403040943197,16,18.8569683732721,"2013",0,0.24031,0.24031,0.0577488961,0,0,0.64129,0.64129,0.4112528641,0,0
"2789",2013-10-01,"775",16,42.00257856,32.6279662401617,12.3733782754308,22.78487015,22.0355975419154,2.67544892829707,"Myanmar",0,5.88285988600732,2,17.7819709708722,"2013",0,0.28005,0.28005,0.0784280025,0,0,0.75764,0.75764,0.5740183696,0,0
"2790",2013-10-01,"780",0,45.12839127,43.0676639614801,4.70746082075126,26.74741745,26.3766375467164,1.2094346923602,"Sri Lanka",5,7.52497182735227,0,16.8275098039821,"2013",0,0.30657,0.30657,0.0939851649,0,0,0.43776,0.43776,0.1916338176,0,0
"2791",2013-10-01,"790",0,7.794676661,8.9585660302301,5.87868047484117,4.976941347,3.50637321689801,6.36964608598117,"Nepal",6,5.9944999356515,0,17.1287643828376,"2013",0,0.23087,0.23087,0.0533009569,0,0,-0.19798,0,0,0.19798,0.0391960804
